owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Labor,Department of Labor,FY2020P12,016-0143,"Salaries and Expenses, Wage and Hour Division, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,5940125.68,-942698.14,244500000.00,0.00,0.00,1562940.51,1562940.51,251060368.05,248207031.05,1514529.63,2853337.00,238854963.09,251060368.05,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0148,"Salaries and Expenses, Office of Federal Contract and Compliance Programs, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,4601184.47,1322599.24,105976000.00,0.00,0.00,0.00,0.00,111899783.71,106483295.84,2668429.67,5416487.87,108528328.65,111899783.71,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0150,"Salaries and Expenses, Office of Labor Management and Standards, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,525098.92,-25125.41,44482000.00,0.00,0.00,0.00,0.00,44981973.51,44657182.19,140944.22,324791.32,43693861.81,44981973.51,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0162,"IT Modernization, Departmental Management, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,2818214.57,414960.48,25269000.00,0.00,0.00,0.00,0.00,28502175.05,25644005.46,958344.01,2858169.59,26195273.96,28502175.05,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0163,"Salaries and Expenses, Office  of Workers' Compensation Programs, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,2507607.94,123784.52,115424000.00,0.00,0.00,38166486.00,38166486.00,156221878.46,153649969.93,1033311.77,2571908.53,154645863.74,156221878.46,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0164,"Veterans Employment and Training, Departmental Management, Labor",Department of Labor,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",12644736.49,2465922.82,55000000.00,0.00,0.00,256341000.00,256341000.00,326451659.31,313024078.49,7625555.51,13427580.82,267601901.93,326451659.31,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0165,"Salaries and Expenses, Departmental Management, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,58227610.48,4003007.28,561500000.00,0.00,0.00,103325275.10,103325275.10,727055892.86,438846330.48,7792784.34,288209562.38,437859299.42,727055892.86,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0166,"Salaries and Expenses, Office of Disability Employment Policy, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,711462.21,-57881.99,38500000.00,0.00,0.00,0.00,0.00,39153580.22,38550056.90,1890496.05,603523.32,39774336.55,39153580.22,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0168,"Short Time Compensation Programs, Employment and Training Administration, Labor",Department of Labor,Income Security,Unemployment compensation,969028.54,0.00,786030508.00,0.00,0.00,0.00,0.00,786999536.54,785780508.00,0.00,1219028.54,366685299.68,786999536.54,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0169,"Special Benefits for Disabled Coal Miners, Office of Workers' Compensation Program, Labor",Department of Labor,Income Security,General retirement and disability insurance (excluding social se,40421650.32,11289.04,34676770.00,0.00,0.00,0.00,0.00,75109709.36,62589024.82,11289.04,12520684.54,63246460.35,75109709.36,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0172,"Program Administration, Employment and Training Administration, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,6467375.74,3313256.87,112674000.00,0.00,0.00,54040289.63,54040289.63,176494922.24,166004150.41,2194035.79,10490771.83,172608497.09,176494922.24,2020-11-16
Department of Labor,Department of Labor;Department of the Interior,FY2020P12,016-0174,"Training and Employment Service, Employment and Training Administration, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,517888454.12,-22501290.19,3954310000.00,0.00,0.00,74746.00,74746.00,4449771909.93,3833947147.20,40023304.12,615824762.73,3146139523.64,4449771909.93,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0175,"Community Service Employment for Older Americans, Employment and Training Administration, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,17074700.07,8367583.32,403705000.00,0.00,0.00,0.00,0.00,429147283.39,361954247.96,9872730.45,67193035.43,395682962.66,429147283.39,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0178,"Payments to the Unemployment Trust Fund, Employment and Training Administration, Labor",Department of Labor,Income Security,Unemployment compensation,0.00,0.00,84630616730.00,0.00,0.00,0.00,0.00,84630616730.00,84630616730.00,0.00,0.00,84630616730.00,84630616730.00,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0179,"State Unemployment Insurance and Employment Service Operations, Employment and Training Administration, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,88954063.91,10781167.36,84066000.00,0.00,0.00,5987765164.58,5987765164.58,6171566395.85,6065563705.88,13819167.36,106002689.97,4173999129.48,6171566395.85,2020-11-16
Department of Labor,Department of Agriculture;Department of Labor,FY2020P12,016-0181,"Office of Job Corps, Employment and Training Administration, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,1405278779.90,32868768.26,1743655000.00,0.00,0.00,0.00,0.00,3181802548.16,1775918215.67,66535321.54,1405884332.49,1577488305.07,3181802548.16,2021-04-15
Department of Labor,Department of Labor,FY2020P12,016-0182,"Office of Job Corps - Recovery Act, Departmental Management, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,1257502.12,1.00,0.00,0.00,0.00,0.00,0.00,1257503.12,0.00,1.00,1257503.12,3315146.91,1257503.12,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0184,"Interior, Bureau of Indian Affairs",Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,22913265.00,601548.13,0.00,0.00,0.00,0.00,0.00,23514813.13,19589064.00,601548.13,3925749.13,245870.97,23514813.13,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,7724098.86,2547041.50,587000000.00,0.00,0.00,100556875.00,100556875.00,697828015.36,662816183.19,3848075.42,35011832.17,658415315.78,697828015.36,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0326,"Federal Unemployment Benefits and Allowances, Employment and Training Administration, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,658949373.65,174399091.37,639880000.00,0.00,0.00,0.00,0.00,1473228465.02,553148172.95,260672485.55,920080292.07,286164705.63,1473228465.02,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-0400,"Salaries and Expenses, Occupational Safety and Health Administration",Department of Labor,Health,Consumer and occupational health and safety,13930774.05,-3350000.29,586733000.00,0.00,0.00,1966239.26,1966239.26,599280013.02,587062234.13,3942682.41,12217778.89,571832679.61,599280013.02,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-1200,"Salaries and Expenses, Mine Safety and Health Administration",Department of Labor,Health,Consumer and occupational health and safety,4560871.71,1332864.83,379816000.00,0.00,0.00,1594556.32,1594556.32,387304292.86,380568667.20,3045724.71,6735625.66,369781057.65,387304292.86,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-1521,"Special Benefits, Office of Workers Compensation Program, Labor",Department of Labor,Income Security,Federal employee retirement and disability,1536798689.11,4858997.51,234600000.00,0.00,0.00,2862328134.44,2862328134.44,4638585821.06,3050993527.69,4858997.51,1587592293.37,3057540276.96,4638585821.06,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-1523,"Energy Employees Occupational Illness Compensation Fund, Labor",Department of Labor,National Defense,Atomic energy defense activities,0.00,178205.47,1581935290.01,0.00,0.00,2285056.78,2285056.78,1584398552.26,1584398552.26,178205.47,0.00,1581483349.54,1584398552.26,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-1524,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund, Office of Workers' Compensation Programs, Labor",Department of Labor,National Defense,Atomic energy defense activities,1241269.19,2743499.03,125931542.01,0.00,0.00,0.00,0.00,129916310.23,127069612.28,2743499.03,2846697.95,126541317.99,129916310.23,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-1700,"Salaries and Expenses, Employee Benefits Security Administration, Labor",Department of Labor,Income Security,General retirement and disability insurance (excluding social se,4238195.43,110212.19,182000000.00,0.00,0.00,7016096.00,7016096.00,193364503.62,187183410.32,2110359.20,6181093.30,190926611.38,193364503.62,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-1800,"Federal Additional Unemployment Compensation Program - Recovery Act, Employment and Training Administration, Labor",Department of Labor,Income Security,Unemployment compensation,153730.85,0.00,0.00,0.00,0.00,0.00,0.00,153730.85,0.00,0.00,153730.85,0.00,153730.85,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-1801,"Federal Unemployment Compensation Program, Employment and Training Administration, Labor",Department of Labor,Income Security,Unemployment compensation,0.00,1095557.87,279288288107.50,0.00,0.00,0.00,0.00,279289383665.37,279289383665.37,8633742.38,0.00,275029833404.31,279289383665.37,2020-11-16
Pension Benefit Guaranty Corporation,Pension Benefit Guaranty Corporation,FY2020Q4,016-4204,"Pension Benefit Guaranty Corporation Fund, Pension Benefit Guaranty Corporation, Labor",Department of Labor,Income Security,General retirement and disability insurance (excluding social se,36273786177.49,0.00,0.00,0.00,0.00,15479787122.59,15479787122.59,51753573300.08,6548256148.30,0.00,45205317151.78,6534602037.95,51753573300.08,2020-11-05
Department of Labor,Department of Labor,FY2020P12,016-4601,"Working Capital Fund, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,52053341.43,17957484.19,0.00,0.00,0.00,415528895.86,415528895.86,485539721.48,430402656.34,17157484.19,55137065.14,436971918.55,485539721.48,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-5142,"Salaries and Expenses, H-1B Funded, State Unemployment Insurance and Employment Operations, Employment and Training Administration, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,11224131.00,584888.43,19214905.50,0.00,0.00,0.00,0.00,31023924.93,18937772.39,584888.43,12086152.54,21130129.07,31023924.93,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-5152,"Salaries and Expenses, H-1B Funded, Training and Employment Services, Employment and Training Administration, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,335833496.56,10907092.32,42149048.00,0.00,0.00,0.00,0.00,388889636.88,101097455.24,10907092.32,287792181.64,132987088.02,388889636.88,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-5155,"Panama Canal Commission Compensation Fund, Labor",Department of Labor,Income Security,Federal employee retirement and disability,25835321.21,0.00,504347.05,0.00,0.00,0.00,0.00,26339668.26,4054590.10,0.00,22285078.16,4054590.10,26339668.26,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-5393,"H-1B and L Fraud Protection and Detection Account, Wage and Hour Division, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,11083826.28,29275.50,42225059.01,0.00,0.00,0.00,0.00,53338160.79,47127934.44,29275.50,6210226.35,44295374.21,53338160.79,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-5623,"HIRE Vets Medallion Award Fund, Departmental Management, Labor",Department of Labor,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",74100.00,0.00,106350.00,0.00,0.00,0.00,0.00,180450.00,101960.00,0.00,78490.00,44000.00,180450.00,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-8042,"Unemployment Trust Fund - Treasury Managed, Labor",Department of Labor,Income Security,Unemployment compensation,0.00,0.00,178247886345.45,36000000000.00,0.00,0.00,36000000000.00,214247886345.45,214247886345.45,0.00,0.00,200414342554.72,214247886345.45,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-8130,"Relief and Rehabilitation, Longshoremen's and Harbor Workers' Compensation Act, as Amended, Labor",Department of Labor,Income Security,General retirement and disability insurance (excluding social se,56806782.40,0.00,103193639.87,0.00,0.00,0.00,0.00,160000422.27,97776991.85,0.00,62223430.42,100773643.49,160000422.27,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-8131,"Gifts and Bequests, Departmental Management, Labor",Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,144824.59,0.00,0.00,0.00,0.00,0.00,0.00,144824.59,0.00,0.00,144824.59,0.00,144824.59,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-8134,"Relief and Rehabilitation, Workmen's Compensation Act, within the District of Columbia, Labor",Department of Labor,Income Security,General retirement and disability insurance (excluding social se,4064239.42,0.00,5803451.60,0.00,0.00,0.00,0.00,9867691.02,5986877.98,0.00,3880813.04,6195372.20,9867691.02,2020-11-16
Department of Labor,Department of Labor,FY2020P12,016-8144,"Black Lung Disability Trust Fund - Treasury Managed, Labor",Department of Labor,Income Security,General retirement and disability insurance (excluding social se,0.00,0.00,298089049.01,20774375.66,0.00,0.00,20774375.66,318863424.67,318863424.67,0.00,0.00,317633102.14,318863424.67,2020-11-16
Department of Defense,Department of Defense,FY2020P12,017-0380,"Coastal Defense Augmentation, Navy",Department of the Navy,National Defense,Department of Defense-Military,4410866.40,0.00,0.00,0.00,0.00,0.00,0.00,4410866.40,0.00,0.00,4410866.40,0.00,4410866.40,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-0730,"Family Housing Construction, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,117018959.62,11735967.21,47661000.00,0.00,0.00,0.00,0.00,176415926.83,41231966.52,11992100.81,135183960.31,31738309.29,176415926.83,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-0735,"Family Housing Operation and Maintenance, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,144930187.91,-27944835.42,377470000.00,0.00,0.00,9535521.01,9535521.01,503990873.50,349402084.54,11436118.34,154588788.96,317648550.79,503990873.50,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-0810,"Environmental Restoration, Navy",Department of the Navy,National Defense,Department of Defense-Military,42597.16,0.00,0.00,0.00,0.00,0.00,0.00,42597.16,0.00,0.00,42597.16,0.00,42597.16,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1000,"Medicare-Eligible Retiree Health Fund Contribution, Navy",Department of the Navy,National Defense,Department of Defense-Military,0.00,0.00,1549638000.00,0.00,0.00,0.00,0.00,1549638000.00,1549638000.00,0.00,0.00,1549638000.00,1549638000.00,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1001,"Medicare-Eligible Retiree Health Fund Contribution, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,0.00,0.00,859668000.00,0.00,0.00,0.00,0.00,859668000.00,859668000.00,0.00,0.00,859668000.00,859668000.00,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1002,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Navy",Department of the Navy,National Defense,Department of Defense-Military,0.00,0.00,136927000.00,0.00,0.00,0.00,0.00,136927000.00,136927000.00,0.00,0.00,136927000.00,136927000.00,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1003,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,0.00,0.00,77431000.00,0.00,0.00,0.00,0.00,77431000.00,77431000.00,0.00,0.00,77431000.00,77431000.00,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1105,"Military Personnel, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,436406171.50,-202014896.92,14047596000.00,0.00,0.00,30709218.23,30709218.23,14312696492.81,14054817794.50,110102785.03,257878698.31,13985662982.18,14312696492.81,2021-02-26
Department of Defense,Department of Defense;Department of Transportation,FY2020P12,017-1106,"Operation and Maintenance, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,197067277.25,117511464.98,9670536106.00,0.00,0.00,289700914.32,289700914.32,10274815762.55,10051961491.53,285912354.16,222854271.02,8795843289.89,10274815762.55,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1107,"Operation and Maintenance, Marine Corps Reserve",Department of the Navy,National Defense,Department of Defense-Military,26887334.80,295351.51,297928000.00,0.00,0.00,345533.88,345533.88,325456220.19,302778009.09,17071858.09,22678211.10,246779056.13,325456220.19,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1108,"Reserve Personnel, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,39560939.17,4223991.69,767410000.00,0.00,0.00,9865520.98,9865520.98,821060451.84,767828615.17,21010157.03,53231836.67,745096300.08,821060451.84,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1109,"Procurement, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,686180753.17,29617192.37,2917368163.00,0.00,0.00,340000.00,340000.00,3633506108.54,2923510535.83,65126099.70,709995572.71,2480944493.22,3633506108.54,2021-02-26
Department of Defense,Department of Defense;Department of Transportation,FY2020P12,017-1205,"Military Construction, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,3729044754.37,383724996.40,6430731000.00,0.00,0.00,358274337.41,358274337.41,10901775088.18,5555333785.13,405285044.07,5346441303.05,2510065407.28,10901775088.18,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1235,"Military Construction, Naval Reserve",Department of the Navy,National Defense,Department of Defense-Military,105947766.04,10935407.47,54955000.00,0.00,0.00,0.00,0.00,171838173.51,79437981.91,11252699.53,92400191.60,69279262.65,171838173.51,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1236,"Payments to Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,40039.75,0.00,0.00,0.00,0.00,0.00,0.00,40039.75,0.00,0.00,40039.75,0.00,40039.75,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1319,"Research, Development, Test, and Evaluation, Navy",Department of the Navy,National Defense,Department of Defense-Military,2445350992.79,554558552.58,20354512915.00,0.00,0.00,271424802.60,271424802.60,23625847262.97,21106968316.23,745607829.44,2518878946.74,19595419758.96,23625847262.97,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1405,"Reserve Personnel, Navy",Department of the Navy,National Defense,Department of Defense-Military,49776698.45,76765628.08,2010235000.00,0.00,0.00,25452980.99,25452980.99,2162230307.52,2118138243.67,108039614.74,44092063.85,2023696741.95,2162230307.52,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1453,"Military Personnel, Navy",Department of the Navy,National Defense,Department of Defense-Military,319840803.81,229038070.23,31887823000.00,0.00,0.00,434349718.65,434349718.65,32871051592.69,32583103050.65,457861161.15,287948542.04,32136640439.29,32871051592.69,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1506,"Aircraft Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,9281281688.04,688863951.12,18742340547.00,0.00,0.00,126716369.33,126716369.33,28839202555.49,24009025813.47,997541664.66,4830176742.02,18081499461.24,28839202555.49,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1507,"Weapons Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,1525226451.97,679773572.26,4133766130.00,0.00,0.00,12030967.32,12030967.32,6350797121.55,5302010378.69,728031484.02,1048786742.86,4144770214.83,6350797121.55,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1508,"Procurement of Ammunition, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,231028153.76,44058297.61,1001641000.00,0.00,0.00,3662334.52,3662334.52,1280389785.89,1208241001.96,48310469.37,72148783.93,998754240.00,1280389785.89,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1611,"Shipbuilding and Conversion, Navy",Department of the Navy,National Defense,Department of Defense-Military,19677615206.23,1791568091.53,21043051000.00,0.00,0.00,0.00,0.00,42512234297.76,28707774880.84,1820798158.23,13804459416.92,18766219636.32,42512234297.76,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1612,"National Sea-Based Deterrence Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,23756901.57,45877456.87,1820927000.00,0.00,0.00,0.00,0.00,1890561358.44,1854569389.09,45877456.87,35991969.35,1570085778.91,1890561358.44,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1804,"Operation and Maintenance, Navy",Department of the Navy,National Defense,Department of Defense-Military,2426830772.19,2014096125.96,58407413006.00,0.00,0.00,5906307224.59,5906307224.59,68754647128.74,65736553434.79,2747084574.43,3018093693.95,60874977851.79,68754647128.74,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1806,"Operation and Maintenance, Navy Reserve",Department of the Navy,National Defense,Department of Defense-Military,86129077.37,36408074.18,1132209000.00,0.00,0.00,8114895.08,8114895.08,1262861046.63,1183645727.91,77205592.76,79215318.72,1034738773.03,1262861046.63,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-1810,"Other Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,2522469970.97,407396076.01,10578387862.00,0.00,0.00,223933694.63,223933694.63,13732187603.61,11466377036.53,542724006.16,2265810567.08,8928245015.59,13732187603.61,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-4557,"National Defense Sealift Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,118872124.52,3584926.96,364269000.00,0.00,0.00,47625.63,47625.63,486773677.11,377225466.19,3584926.96,109548210.92,372395091.45,486773677.11,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-5095,"Wildlife Conservation, Etc., Military Reservations, Navy",Department of the Navy,Natural Resources and Environment,Recreational resources,1508649.56,1.00,109752.85,0.00,0.00,0.00,0.00,1618403.41,119604.78,1.00,1498798.63,145396.64,1618403.41,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-5185,"Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,9824.06,0.00,0.00,0.00,0.00,0.00,0.00,9824.06,0.00,0.00,9824.06,0.00,9824.06,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-5562,Ford Island Improvement Account,Department of the Navy,National Defense,Department of Defense-Military,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,100000.00,0.00,0.00,100000.00,0.00,100000.00,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-5630,"Department of Defense World War II Commemoration Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,0.00,0.00,2700000.00,0.00,0.00,0.00,0.00,2700000.00,0.00,0.00,2700000.00,0.00,2700000.00,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-8716,"Department of the Navy General Gift Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,12432229.82,0.00,1227262.78,0.00,0.00,0.00,0.00,13659492.60,2425860.10,0.00,11233632.50,1366720.00,13659492.60,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-8723,"Ships' Stores Profits, Navy",Department of the Navy,National Defense,Department of Defense-Military,2276180.28,0.00,8488789.34,0.00,0.00,0.00,0.00,10764969.62,8835858.92,0.00,1929110.70,8835858.92,10764969.62,2021-02-26
Department of Defense,Department of Defense,FY2020P12,017-8733,United States Naval Academy General Gift Fund,Department of the Navy,National Defense,Department of Defense-Military,30476581.32,0.00,19485691.05,0.00,0.00,0.00,0.00,49962272.37,17959046.13,0.00,32003226.24,15519624.85,49962272.37,2021-02-26
Department of State,Department of State,FY2020P12,019-0107,"Salaries and Expenses, State",Department of State,International Affairs,Conduct of foreign affairs,1324177.30,0.00,0.00,0.00,0.00,0.00,0.00,1324177.30,0.00,0.00,1324177.30,0.00,1324177.30,2021-07-19
Department of State,Department of State,FY2020P12,019-0113,"Diplomatic and Consular Programs, State",Department of State,International Affairs,Conduct of foreign affairs,3032378503.83,134435011.47,9436070600.00,0.00,0.00,1231433109.26,1231433109.26,13834317224.56,10924544593.60,512093171.20,2909772630.96,10298745833.59,13834317224.56,2021-07-19
Department of State,Department of State,FY2020P12,019-0120,"Capital Investment Fund, State",Department of State,International Affairs,Conduct of foreign affairs,817141.93,437231.85,139500000.00,0.00,0.00,0.00,0.00,140754373.78,140133141.70,437231.85,621232.08,160076787.93,140754373.78,2021-07-19
Department of State,Department of State,FY2020P12,019-0121,"Conflict Stabilization Operations, State",Department of State,International Affairs,Conduct of foreign affairs,2563521.12,937278.81,0.00,0.00,0.00,0.00,0.00,3500799.93,3363230.80,937278.81,137569.13,5061324.39,3500799.93,2021-07-19
Department of State,Department of State,FY2020P12,019-0201,"International Information Programs, State",Department of State,International Affairs,Foreign information and exchange activities,954868.37,0.00,0.00,0.00,0.00,0.00,0.00,954868.37,0.00,0.00,954868.37,0.00,954868.37,2021-07-19
Department of State,Department of State,FY2020P12,019-0202,"East-West Center, State",Department of State,International Affairs,Foreign information and exchange activities,0.00,0.00,16700000.00,0.00,0.00,0.00,0.00,16700000.00,16700000.00,0.00,0.00,15663058.00,16700000.00,2021-07-19
Department of State,Department of State,FY2020P12,019-0203,"North/South Center, State",Department of State,International Affairs,Foreign information and exchange activities,1476.21,0.00,0.00,0.00,0.00,0.00,0.00,1476.21,0.00,0.00,1476.21,0.00,1476.21,2021-07-19
Department of State,Department of State,FY2020P12,019-0209,"Educational and Cultural Exchange Programs, State",Department of State,International Affairs,Foreign information and exchange activities,56610058.61,30794494.10,735700000.00,0.00,0.00,18892127.61,18892127.61,841996680.32,722472563.52,22411971.25,119524116.80,617407105.24,841996680.32,2021-07-19
Department of State,Department of State,FY2020P12,019-0210,"National Endowment for Democracy, State",Department of State,International Affairs,Foreign information and exchange activities,90.34,864249.71,300000000.00,0.00,0.00,0.00,0.00,300864340.05,300000000.00,864249.71,864340.05,184099855.89,300864340.05,2021-07-19
Department of State,Department of State,FY2020P12,019-0507,"Centralized Information Technology Modernization Program, State",Department of State,International Affairs,Conduct of foreign affairs,543422.28,0.00,0.00,0.00,0.00,0.00,0.00,543422.28,0.00,0.00,543422.28,0.00,543422.28,2021-07-19
Department of State,Department of State,FY2020P12,019-0520,"Protection of Foreign Missions and Officials, State",Department of State,International Affairs,Conduct of foreign affairs,1332298.92,7153570.54,30890000.00,0.00,0.00,0.00,0.00,39375869.46,24758336.16,126007.86,14617533.30,52333407.38,39375869.46,2021-07-19
Department of State,Department of State,FY2020P12,019-0522,"Emergencies in the Diplomatic and Consular Service, State",Department of State,International Affairs,Conduct of foreign affairs,262187965.95,259962052.43,7885000.00,0.00,0.00,37047.44,37047.44,530072065.82,255518778.06,962052.43,274553287.76,211575977.54,530072065.82,2021-07-19
Department of State,Department of State,FY2020P12,019-0523,"Payment to the American Institute in Taiwan, State",Department of State,International Affairs,Conduct of foreign affairs,5657410.12,-1093633.37,31963000.00,0.00,0.00,2910471.27,2910471.27,39437248.02,34873722.06,3271214.99,4563525.96,31105761.55,39437248.02,2021-07-19
Department of State,Department of State,FY2020P12,019-0524,"Buying Power Maintenance Account, State",Department of State,International Affairs,Conduct of foreign affairs,19576918.00,-7224752.00,0.00,0.00,0.00,0.00,0.00,12352166.00,0.00,0.00,12352166.00,0.00,12352166.00,2021-07-19
Department of State,Department of State,FY2020P12,019-0525,"Payment to the Asia Foundation, State",Department of State,International Affairs,Foreign information and exchange activities,0.00,0.00,19000000.00,0.00,0.00,0.00,0.00,19000000.00,19000000.00,0.00,0.00,17254703.61,19000000.00,2021-07-19
